,0
C21orf88,0.04079693573732204
SYCP2,0.040865412828482564
SLC6A3,0.041085514932567804
AWAT2,0.04128633241380248
CCDC13,0.041368971937498056
FER1L5,0.04142142178969919
C4orf7,0.04162377682554659
CDK1,0.041652548267542396
FCRL5,0.0417151329803506
FAM95B1,0.041858766925550205
LRRC26,0.04211931956760868
RIMBP2,0.042266856033891916
LY6K,0.04229070560277963
ADAM6,0.042679897707762426
SERPINF2,0.04268746008168743
LPAR3,0.04279643314243775
GPR81,0.0428623873179922
LRRC46,0.04301390471277916
ROPN1B,0.04301412722350454
JSRP1,0.04311408056639972
PDIA2,0.04314707549391444
PCP4,0.04324778986389121
MBL1P,0.043284305509284214
SLC13A5,0.043522568303103235
ICAM4,0.043832918161076165
NLRP11,0.0440094864109934
LPCAT1,0.04402480910538135
SLC7A8,0.04413819516617011
ALS2CR11,0.04417749562569534
TBC1D10C,0.04420307358088333
CMYA5,0.04436418597670631
IGF2BP3,0.04460636725516242
AQP6,0.0448175536556543
HOXA1,0.04485669965734273
AKR7A3,0.04513606515241824
PLK1,0.04516626539481411
RASSF9,0.04517884496373603
CCDC37,0.045204863115734004
RIMKLA,0.04528822079009829
GJA3,0.04535412758527541
ASPM,0.04540446215230597
MYH7B,0.04543221470246413
HSD17B3,0.04547245706819521
C9orf152,0.04554469891525044
TPX2,0.04559705694294538
ARHGAP11B,0.045617851795978145
C3orf15,0.045683276407925556
ANKK1,0.045714640247356476
CD40LG,0.04590514451487503
FUT3,0.04593058067841696
DLGAP5,0.04595971205665576
RTDR1,0.046087838280259155
NRXN3,0.04616976246009155
PAQR6,0.04633388173781904
LOC92973,0.046402880032344614
KCNH2,0.046407632095181305
HCN2,0.04668850360879772
PPIEL,0.04676561625115718
GOLGA6L5,0.046769024072695585
CLCA1,0.04681136660046501
GSTA1,0.04689845568092588
B3GNT7,0.04696119394212943
IL20RB,0.04712140457818117
BLK,0.04732468222520059
AUTS2,0.04733856832661481
RGMA,0.04737121362041665
TEKT4,0.04741262809907967
IL5RA,0.047444161203681126
INSL4,0.04745628307069264
AOX1,0.047704359921401276
CDH10,0.04779982413846997
C12orf74,0.04781196734862692
NR4A2,0.04784933824407979
RND2,0.04785618999724043
C1orf141,0.04785930755745798
MKI67,0.04819969153589822
WNT16,0.04830981627772823
ANXA2P3,0.048358671531422474
C10orf95,0.04842199040499079
UGT2A1,0.04845482747240837
CRTAC1,0.04858374051860161
MALL,0.0488368895104067
P704P,0.04884002394104465
AHNAK2,0.04885653027418877
UNC5CL,0.048858980685629536
CCDC129,0.048954450273113126
MUSTN1,0.049121306198603526
UCK2,0.04939041441226596
SLC14A2,0.04961552734283345
SLC25A27,0.049839443480970164
MORN3,0.04989710225819356
GPR116,0.050128857300171636
DNAJC12,0.05023542138252967
ZAP70,0.05043173515186573
VPREB3,0.050601028197707607
LOC100131726,0.05061163586362589
WFDC6,0.05065359476001503
FABP3,0.05084428357547324
GPR27,0.05085068325467848
TMEM139,0.05096820490497957
AKR7L,0.05100562577764383
ITGA2,0.051012693376228435
KIT,0.05102326614460466
ODZ1,0.05111355761729188
STAG3,0.0513593189052281
HS3ST1,0.05160431839525495
FABP6,0.05162477338725485
HLA-J,0.05184317792181458
HIST1H2BH,0.05191427762846096
CPS1,0.05192508957112138
OIP5,0.05197601657869202
MARCH4,0.05205697185411898
ESPNP,0.05207581854323629
KLRB1,0.05216444359375513
ZSCAN1,0.05216874750206036
C19orf33,0.05220819818255813
MAD2L1,0.052238343620462195
GLI3,0.052347285074919786
C2orf65,0.052402671782067846
AREG,0.052422317686690575
PIP,0.05251055156290974
MT3,0.05253641782916504
GPR115,0.05257027455972857
CYP2A13,0.05258881293563941
SERPINI2,0.05261836014694542
ACBD7,0.05291143399760318
LTC4S,0.052925695267536835
COL6A4P2,0.05305817854392061
VIPR1,0.05306354209389582
RELN,0.053458478365817415
KIR2DL1,0.05367159275780944
HOXA13,0.05367585221198623
SCIN,0.053735805977308336
PI15,0.05392898706241455
C8B,0.053932707305108935
LILRA2,0.05417184507113599
SLC1A7,0.05423824116102914
IGFBPL1,0.05429009542555537
PLIN4,0.05453877282870938
NEAT1,0.05478245884356049
FLJ45445,0.054933212906497456
GPR162,0.0549871312201841
SPAG17,0.055222302843076464
ALOX15,0.055235082114296764
C1orf95,0.05530548109776689
PPP1R1C,0.05543868713112491
FCRL6,0.05553276698081637
C11orf53,0.05554189341482658
RPL19P12,0.05579463746922014
MYBPHL,0.05657940631061972
HOPX,0.056766116616244595
GSTT2,0.05689711421324308
LOC100216001,0.05695011896456035
WFDC10B,0.05700920245903731
BDNF,0.05724226113087816
EYA2,0.05726722681604369
CDA,0.05730080280759424
AIM1L,0.05758850301280718
C1orf189,0.05789762124456185
CEP55,0.05798967999978902
SLC26A4,0.05820934261972563
CA10,0.05823110681720852
ZMYND10,0.05838510519537875
HEPACAM2,0.05850001811088825
TRPM5,0.058534967403781335
LOC285629,0.058729696137508856
RTN4RL2,0.058751234738106665
SBSN,0.05893406215454701
HLA-DPB1,0.058952287535733075
GPT,0.05896547452927388
TXLNB,0.05896707196213978
PKIB,0.0590302147644669
RHCE,0.05915830748874959
RGS7BP,0.05933654531333335
XKRX,0.059337162199518456
FNDC5,0.05943882060684491
WDR49,0.059545008197647895
COL12A1,0.059559618128585956
RRM2,0.05960817538158018
ADAMTS1,0.05962538614199927
FLJ26850,0.05964218398735594
KRTAP3-1,0.05972978329278928
EFCAB6,0.05989783867525084
F2RL1,0.05994002993372108
SFTA1P,0.05994423629646029
CYP1A1,0.06000691621867844
APOD,0.06004728599337887
KBTBD12,0.06007691629241781
ADAMTS12,0.06020358199791652
HSD17B13,0.06054026335431614
VSIG10L,0.06056775116293791
PKIA,0.060608463135237836
HTR1D,0.060641139918481086
TTLL10,0.06081731756898918
MMP16,0.06084497010662477
EPS8L3,0.06087284629258122
FAM83D,0.06119283329580427
PALM3,0.06122444145107112
SLC6A20,0.06125961526938555
CAMK2N1,0.06139187581945837
AQP5,0.061425459361144345
DST,0.06154876962838765
TRIM46,0.06156996236669407
PCDHGA1,0.06157224778714682
DHDH,0.06163178816682115
ADRA2A,0.061783726725757236
C4orf22,0.061793826987460235
C1orf135,0.06195877501324217
DYDC1,0.062002508572802456
CPNE5,0.06231495515191337
NCRNA00173,0.06253397902656546
DNAH6,0.06254333013848225
CLECL1,0.06260734423690513
LOC653786,0.06294394596327582
CCNB1,0.06321056269976835
C20orf151,0.06355078652283436
